household_key,total_baskets,unique_products,total_items,total_spend,avg_transaction_value,day_span,active_weeks,total_retail_discount,total_coupon_discount,total_coupon_match_discount,unique_stores_visited,top_department,top_dept_spend,campaigns_participated,coupons_redeemed,basket_frequency,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC
164,116,1127,61123,4272.41,2.3194408251900107,592,64,-1055.33,-31.67,-5.09,2,GROCERY,2771.87,4,6,0.19594594594594594,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
165,174,502,297177,2995.47,3.1333368200836818,663,78,-1015.44,-15.040000000000001,-3.9,1,GROCERY,1016.14,7,2,0.26244343891402716,55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
166,122,410,1227,3059.69,3.5209321058688148,651,69,-374.35,0.0,0.0,3,GROCERY,1620.03,2,0,0.18740399385560677,25-34,A,50-74K,Homeowner,2 Adults Kids,3,1
167,20,286,392,1268.02,3.70766081871345,670,18,-115.4,-3.8,-0.95,4,GROCERY,462.71,0,0,0.029850746268656716,,,,,,,
168,37,129,17183,510.8,3.2125786163522014,678,29,-61.12,0.0,0.0,9,GROCERY,218.22,0,0,0.05457227138643068,,,,,,,
169,24,27,66926,255.58,6.3895,608,14,-26.48,0.0,0.0,1,KIOSK-GAS,168.03,0,0,0.039473684210526314,,,,,,,
170,45,578,13740,2024.51,2.6673386034255597,653,33,-523.28,-3.45,-1.75,6,GROCERY,1014.79,0,0,0.06891271056661562,25-34,A,100-124K,Homeowner,2 Adults Kids,4,2
171,25,310,7651,740.46,2.0121195652173913,612,19,-156.01,-13.15,-2.05,5,GROCERY,510.3,0,0,0.04084967320261438,,,,,,,
172,159,192,162153,1770.8700000000001,4.878429752066116,642,73,-162.31,-1.5,-0.5,4,KIOSK-GAS,911.54,0,0,0.24766355140186916,,,,,,,
173,10,51,121,234.97,2.900864197530864,324,8,-41.85,0.0,0.0,3,GROCERY,159.59,0,0,0.030864197530864196,,,,,,,
174,27,321,641,1208.39,2.5875588865096364,609,22,-250.18,-0.99,0.0,1,GROCERY,457.29,0,0,0.04433497536945813,,,,,,,
175,51,314,740,1154.02,2.359959100204499,648,34,-183.45,-5.5,0.0,1,GROCERY,814.25,0,0,0.0787037037037037,,,,,,,
176,23,177,65372,788.29,3.5831363636363633,497,16,-148.69,-2.5,0.0,6,GROCERY,340.45,0,0,0.04627766599597585,,,,,,,
177,50,310,39323,1130.58,3.089016393442623,641,32,-216.74,-40.9,-6.98,7,GROCERY,597.96,0,0,0.078003120124805,,,,,,,
178,119,350,893,2028.47,3.169484375,686,41,-310.68,-32.36,-4.15,5,DRUG GM,1112.03,0,0,0.17346938775510204,25-34,A,25-34K,Homeowner,1 Adult Kids,5+,3+
179,38,143,288,620.5600000000001,3.215336787564767,449,31,-142.11,0.0,0.0,3,GROCERY,383.79,1,0,0.08463251670378619,,,,,,,
180,68,479,2617,2103.4,3.4369281045751636,595,36,-396.48,0.0,0.0,5,GROCERY,1070.66,2,0,0.11428571428571428,,,,,,,
181,39,364,150333,1670.82,2.972989323843416,547,24,-353.7,-5.0,0.0,2,GROCERY,642.12,2,0,0.0712979890310786,,,,,,,
182,36,283,729,1162.34,2.288070866141732,627,29,-272.39,-2.5,0.0,10,GROCERY,765.65,0,0,0.05741626794258373,,,,,,,
183,136,355,808,1560.67,2.73322241681261,662,64,-197.71,-2.0,0.0,5,GROCERY,491.43,5,0,0.2054380664652568,,,,,,,
184,257,827,593749,7090.07,4.6249641226353555,612,85,-1048.93,-29.22,-1.85,15,GROCERY,2406.11,5,4,0.4199346405228758,45-54,U,25-34K,Unknown,Single Male,1,None/Unknown
185,68,476,93549,2137.62,3.0064978902953583,666,40,-611.39,-5.0,0.0,1,GROCERY,945.94,1,0,0.1021021021021021,,,,,,,
186,3,13,20,59.52,4.578461538461538,605,3,-3.7800000000000002,0.0,0.0,2,GROCERY,35.6,0,0,0.0049586776859504135,,,,,,,
187,59,262,427,701.0,1.9802259887005649,669,42,-167.24,-6.0,0.0,7,GROCERY,380.59,2,0,0.08819133034379671,,,,,,,
188,43,478,36901,1847.6200000000001,3.1262605752961083,636,31,-451.4,0.0,0.0,7,GROCERY,1070.91,2,0,0.06761006289308176,,,,,,,
189,38,149,29305,801.99,3.645409090909091,613,35,-86.46,0.0,0.0,5,GROCERY,294.95,0,0,0.06199021207177814,,,,,,,
190,23,206,283,696.28,3.014199134199134,568,17,-137.98,0.0,0.0,5,GROCERY,421.33,0,0,0.040492957746478875,,,,,,,
191,34,182,25375,552.85,2.8063451776649746,685,24,-148.3,-0.75,-0.25,7,GROCERY,341.37,0,0,0.049635036496350364,,,,,,,
192,95,494,1498,3778.08,3.017635782747604,664,79,-552.28,-15.3,-3.1,1,GROCERY,2598.42,5,2,0.1430722891566265,45-54,A,35-49K,Homeowner,Single Male,2,None/Unknown
193,136,501,706882,4814.66,5.379508379888268,662,67,-580.8,-5.0,0.0,10,GROCERY,2187.41,5,0,0.2054380664652568,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
194,73,473,33205,1882.81,3.0076837060702872,673,49,-285.45,0.0,0.0,4,GROCERY,770.98,1,0,0.10846953937592868,,,,,,,
195,91,715,307897,4166.72,2.967749287749288,664,57,-1134.99,0.0,0.0,6,GROCERY,2179.35,2,0,0.13704819277108435,,,,,,,
196,186,1096,51990,5261.19,2.4631039325842696,643,82,-1259.84,-24.18,-7.65,2,GROCERY,2641.08,7,5,0.2892690513219285,,,,,,,
197,55,266,899,1929.23,2.808195050946143,631,43,-213.91,0.0,0.0,3,GROCERY,1470.65,0,0,0.08716323296354993,,,,,,,
198,461,1777,4270,8659.17,2.569486646884273,629,86,-1818.86,-22.740000000000002,-0.5,3,GROCERY,4703.9800000000005,10,0,0.7329093799682035,35-44,A,Under 15K,Homeowner,2 Adults Kids,3,1
199,54,165,368,667.97,3.0640825688073394,630,43,-131.16,-1.0,0.0,1,GROCERY,432.96,0,0,0.08571428571428572,,,,,,,
200,80,332,523,1166.63,2.894863523573201,689,35,-172.23,0.0,0.0,1,GROCERY,626.61,1,0,0.11611030478955008,,,,,,,
201,48,288,732,1435.17,2.922953156822811,586,29,-358.64,-5.0,0.0,3,GROCERY,815.68,0,0,0.08191126279863481,45-54,A,15-24K,Homeowner,2 Adults Kids,5+,3+
202,37,240,21388,964.88,3.668745247148289,639,27,-161.38,0.0,0.0,3,GROCERY,371.6,0,0,0.057902973395931145,,,,,,,
203,42,270,66331,908.83,2.8579559748427674,603,30,-128.65,-1.3,-0.7,2,GROCERY,443.95,0,0,0.06965174129353234,,,,,,,
204,57,311,41791,929.27,2.5670441988950277,614,39,-232.36,-4.05,-0.95,8,GROCERY,456.17,0,0,0.09283387622149837,,,,,,,
205,106,633,19126,3749.64,3.547436140018921,643,56,-491.53,-1.0,0.0,5,GROCERY,1331.3,4,0,0.16485225505443235,,,,,,,
206,15,124,172,386.6,2.5946308724832217,595,9,-76.52,-0.6,0.0,2,GROCERY,208.88,0,0,0.025210084033613446,,,,,,,
207,21,311,17454,995.72,2.5596915167095116,590,19,-120.55,0.0,0.0,9,GROCERY,519.55,0,0,0.03559322033898305,,,,,,,
208,140,484,222425,4296.33,3.0731974248927036,652,80,-1146.58,-147.59,-55.96,4,GROCERY,2092.08,8,6,0.2147239263803681,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
209,196,921,323980,6876.56,4.095628350208457,615,80,-1216.32,-114.25,-13.55,5,GROCERY,3182.69,5,0,0.31869918699186994,45-54,U,25-34K,Homeowner,2 Adults Kids,3,1
210,147,839,6861,3772.56,2.3345049504950497,690,78,-945.32,-7.55,-1.15,5,GROCERY,1501.18,6,0,0.21304347826086956,,,,,,,
211,112,334,1389,2244.06,2.4260108108108107,619,70,-383.14,0.0,0.0,4,GROCERY,1750.05,2,0,0.18093699515347333,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown
212,109,864,40781,3052.66,2.5481302170283806,696,73,-452.15,-5.49,-0.5,7,GROCERY,1683.1,5,0,0.15660919540229884,35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown
213,9,210,362,606.5,2.5376569037656904,595,8,-82.64,-1.0,0.0,2,GROCERY,365.86,0,0,0.015126050420168067,,,,,,,
214,86,464,1228,2657.91,2.4840280373831773,591,72,-511.77,-11.8,-1.3,4,GROCERY,1898.04,4,1,0.1455160744500846,55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
215,142,479,60552,1672.66,2.02501210653753,649,72,-308.66,-7.5,-0.5,23,GROCERY,692.39,1,2,0.21879815100154082,,,,,,,
216,120,369,1047,2624.5,3.7279829545454546,708,70,-299.38,-5.1899999999999995,-1.3,9,GROCERY,1230.64,2,0,0.1694915254237288,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown
217,65,473,207352,2435.12,3.0363092269326684,633,47,-564.75,-9.8,-1.8,2,GROCERY,868.67,2,0,0.10268562401263823,,,,,,,
218,164,1116,898192,9211.72,4.528869223205506,602,79,-1039.14,-3.4,0.0,2,GROCERY,3111.36,4,0,0.2724252491694352,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
219,228,1405,139031,11884.79,3.375401874467481,649,89,-1464.7,-4.13,-1.05,7,GROCERY,5371.33,7,0,0.35130970724191063,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
220,91,491,221038,2525.2400000000002,2.956955503512881,641,62,-503.98,-3.8,-0.3,5,GROCERY,1148.88,3,0,0.1419656786271451,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
221,79,663,46743,2879.29,2.2869658459094517,598,65,-674.68,-14.49,-3.85,3,GROCERY,1949.85,3,0,0.13210702341137123,65+,U,15-24K,Unknown,Unknown,1,None/Unknown
222,130,902,199914,5897.9,2.5913444639718803,664,76,-678.03,-4.5,0.0,8,GROCERY,2945.96,3,1,0.19578313253012047,35-44,A,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
223,118,593,23911,2738.98,3.575691906005222,687,61,-481.09,-0.6,0.0,10,GROCERY,1300.75,4,0,0.1717612809315866,,,,,,,
224,56,429,13033,1600.8,2.5902912621359224,658,35,-508.46999999999997,-8.49,-0.25,6,GROCERY,1007.29,0,0,0.0851063829787234,,,,,,,
225,44,207,321,729.82,2.6538909090909093,621,34,-116.11,0.0,0.0,4,GROCERY,501.15000000000003,0,0,0.07085346215780998,,,,,,,
226,50,291,47026,1205.06,2.6838752783964366,652,35,-275.44,0.0,0.0,5,GROCERY,693.91,1,0,0.07668711656441718,,,,,,,
227,135,288,18116,1390.25,1.1537344398340248,650,82,-696.96,-11.65,-0.8,7,GROCERY,1173.46,1,0,0.2076923076923077,,,,,,,
228,87,569,86509,2404.81,3.236621803499327,627,58,-523.27,-7.0,0.0,7,DRUG GM,1031.94,2,0,0.13875598086124402,,,,,,,
229,40,226,547,1004.89,3.0824846625766873,656,33,-331.31,-11.5,0.0,3,GROCERY,532.12,0,0,0.06097560975609756,,,,,,,
230,168,992,153424,4521.01,2.340067287784679,609,79,-1027.99,-24.69,-5.1,5,GROCERY,2569.1,4,0,0.27586206896551724,25-34,U,25-34K,Unknown,Single Female,1,None/Unknown
231,9,91,19363,325.68,3.1315384615384616,424,7,-107.42,-3.75,0.0,5,GROCERY,176.03,0,0,0.02122641509433962,,,,,,,
232,631,1931,527603,12695.57,3.1393595450049454,599,82,-2173.29,-76.12,-5.45,2,GROCERY,6606.38,7,1,1.0534223706176962,35-44,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
233,15,109,323,645.39,3.9114545454545455,590,14,-103.19,-8.93,0.0,3,GROCERY,515.53,0,0,0.025423728813559324,,,,,,,
234,19,110,134,260.64,2.154049586776859,620,14,-51.35,0.0,0.0,4,GROCERY,145.65,0,0,0.03064516129032258,,,,,,,
235,200,1466,452806,12156.64,4.385512265512265,697,88,-1169.59,-16.75,-5.95,9,GROCERY,6201.44,7,0,0.28694404591104733,35-44,A,250K+,Homeowner,2 Adults Kids,5+,3+
236,47,428,772,1591.78,2.777975567190227,659,37,-435.37,-13.0,-3.0,5,GROCERY,1100.36,2,0,0.07132018209408195,,,,,,,
237,6,148,242,549.59,3.5005732484076435,540,6,-75.93,-2.5,0.0,2,GROCERY,376.86,0,0,0.011111111111111112,,,,,,,
238,28,169,264,693.4,3.2401869158878505,623,22,-89.2,-0.75,-0.25,3,GROCERY,274.41,0,0,0.0449438202247191,,,,,,,
239,264,1226,3231,4671.2,1.6453680873547023,684,98,-990.36,-120.12,-25.2,1,GROCERY,2231.84,9,14,0.38596491228070173,45-54,U,50-74K,Renter,Unknown,1,None/Unknown
240,31,96,236,365.61,3.293783783783784,702,17,-139.23,-1.0,0.0,10,GROCERY,191.72,0,0,0.04415954415954416,,,,,,,
241,16,56,86,199.73,3.0727692307692305,566,12,-40.14,0.0,0.0,5,GROCERY,103.38,0,0,0.028268551236749116,,,,,,,
242,87,946,2364,5231.8,2.908171206225681,637,62,-709.59,-12.4,-2.6,5,GROCERY,2499.28,5,0,0.13657770800627944,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+
243,250,1078,678425,8074.12,3.6109660107334527,651,89,-831.58,-13.6,-2.3,9,GROCERY,2824.1,7,4,0.38402457757296465,65+,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
244,41,422,933,1698.95,2.0177553444180525,628,39,-248.78,-3.0,0.0,3,GROCERY,1027.07,0,0,0.06528662420382166,,,,,,,
245,48,310,135317,1396.45,3.59909793814433,679,39,-402.63,0.0,0.0,6,GROCERY,548.81,1,0,0.07069219440353461,,,,,,,
246,47,238,3926,847.25,2.427650429799427,662,38,-141.86,0.0,0.0,5,GROCERY,540.2,2,0,0.07099697885196375,,,,,,,
247,59,321,586,1243.06,2.57896265560166,630,35,-167.76,0.0,0.0,8,GROCERY,615.43,0,0,0.09365079365079365,,,,,,,
248,57,1514,83561,6039.01,2.907563793933558,675,41,-1997.99,-120.98,-17.1,5,GROCERY,3801.9900000000002,3,6,0.08444444444444445,35-44,A,125-149K,Homeowner,2 Adults Kids,4,2
249,137,589,18312,2823.23,2.516247771836007,625,69,-485.35,-58.75,-0.25,5,GROCERY,1317.69,3,1,0.2192,35-44,A,Under 15K,Renter,Unknown,3,1
250,121,521,2455,5991.84,2.839734597156398,598,81,-766.54,-25.75,-10.55,4,GROCERY,3940.3,0,0,0.20234113712374582,45-54,A,75-99K,Homeowner,1 Adult Kids,4,2
251,83,546,8212,2268.51,3.053176312247645,677,54,-478.52,-2.5,-0.5,10,GROCERY,1288.84,2,2,0.12259970457902511,,,,,,,
252,9,27,35,93.78,3.126,553,9,-8.47,0.0,0.0,5,DRUG GM,48.35,0,0,0.0162748643761302,,,,,,,
253,385,1746,162749,10993.710000000001,2.346075544174136,691,92,-3211.57,-84.39,-37.45,11,GROCERY,6688.38,7,0,0.557163531114327,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown
254,43,146,230,442.14,2.2443654822335026,691,37,-69.65,0.0,0.0,6,GROCERY,239.49,0,0,0.06222865412445731,,,,,,,
255,18,141,232,672.09,3.7338333333333336,695,17,-158.64,0.0,0.0,3,GROCERY,540.03,0,0,0.025899280575539568,,,,,,,
256,125,918,113983,9850.35,3.214866187989556,678,82,-1026.8,-110.36,-16.15,8,GROCERY,6537.82,12,32,0.18436578171091444,25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
257,122,574,16244,2689.9900000000002,2.3953606411398045,641,63,-689.63,-0.65,-0.35,13,GROCERY,1306.21,3,0,0.19032761310452417,25-34,U,25-34K,Unknown,1 Adult Kids,3,2
258,211,962,38590,2631.11,1.661054292929293,667,84,-654.39,-54.78,-12.7,19,GROCERY,1681.24,5,0,0.31634182908545727,,,,,,,
259,54,193,408,1158.33,3.5422935779816513,683,42,-119.55,0.0,0.0,1,GROCERY,622.46,0,0,0.07906295754026355,,,,,,,
260,30,156,6876,425.04,2.3613333333333335,587,25,-51.25,0.0,0.0,4,GROCERY,236.69,0,0,0.05110732538330494,,,,,,,
261,44,216,132982,1241.8700000000001,4.565698529411765,542,28,-123.36,-1.0,0.0,1,GROCERY,390.28000000000003,1,0,0.08118081180811808,,,,,,,
262,218,931,2104,4802.27,2.8964234016887818,597,69,-798.69,-11.8,-0.3,4,GROCERY,2552.44,7,1,0.36515912897822445,,,,,,,
263,325,815,2700,5870.33,2.624197586052749,613,88,-1071.8,-11.08,-3.45,7,GROCERY,2964.3,6,0,0.5301794453507341,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
264,61,439,26441,1783.07,2.70983282674772,624,51,-374.75,-1.0,0.0,5,GROCERY,900.33,1,0,0.09775641025641026,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
265,53,485,4512,1881.76,2.9039506172839507,595,34,-422.6,-4.55,-0.45,5,GROCERY,1220.81,3,0,0.08907563025210084,,,,,,,
266,59,505,71030,3130.2200000000003,3.1811178861788623,618,45,-439.61,-1.99,0.0,2,GROCERY,1894.82,2,0,0.09546925566343042,,,,,,,
267,26,37,7159,385.56,5.073157894736842,629,22,-33.3,-4.15,0.0,4,GROCERY,229.6,0,0,0.04133545310015898,,,,,,,
268,30,289,388,809.21,2.4746483180428136,567,19,-193.86,-11.92,-0.75,10,GROCERY,576.27,0,0,0.05291005291005291,,,,,,,
269,84,263,648,1764.76,3.5224750499001996,608,46,-260.04,-0.35,-0.35,1,GROCERY,889.54,0,0,0.13815789473684212,,,,,,,
270,41,178,14693,923.46,4.439711538461538,605,27,-267.46,-10.0,0.0,6,GROCERY,398.44,0,0,0.06776859504132231,,,,,,,
271,98,224,23771,1375.52,4.0575811209439525,702,59,-229.87,-15.5,-2.4,3,GROCERY,558.09,4,0,0.1396011396011396,,,,,,,
272,7,123,10984,401.62,3.0893846153846156,378,7,-72.8,-2.77,0.0,2,GROCERY,273.93,0,0,0.018518518518518517,,,,,,,
273,127,500,1006,2500.86,3.0203623188405797,693,63,-288.82,-4.0,0.0,6,GROCERY,1437.41,2,0,0.18326118326118326,,,,,,,
274,15,65,71,120.07000000000001,1.792089552238806,597,12,-13.69,-1.0,0.0,4,GROCERY,57.96,0,0,0.02512562814070352,,,,,,,
275,321,708,222850,6284.99,3.1409245377311343,611,87,-1147.85,-11.32,-0.75,6,GROCERY,3050.39,3,0,0.5253682487725041,,,,,,,
276,173,836,281866,5758.71,3.596945658963148,634,74,-1226.84,-1.0,0.0,8,GROCERY,2251.26,6,1,0.27287066246056785,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown
277,31,175,372,754.0500000000001,3.3813901345291484,658,21,-251.99,-5.5,-3.0,2,GROCERY,349.03000000000003,0,0,0.04711246200607903,,,,,,,
278,84,450,805,2053.56,3.183813953488372,661,58,-359.26,-2.0,0.0,1,GROCERY,1234.95,3,0,0.12708018154311648,,,,,,,
279,53,358,141754,1816.6200000000001,3.232419928825623,578,35,-397.93,-15.2,-9.1,3,GROCERY,712.6,1,1,0.09169550173010381,,,,,,,
280,105,399,138689,2375.86,3.9863422818791947,697,66,-624.07,-1.0,0.0,2,GROCERY,841.87,1,0,0.15064562410329985,,,,,,,
281,79,264,12358,1495.08,2.7789591078066915,689,62,-389.92,-7.6,-0.9,5,GROCERY,889.59,5,0,0.11465892597968069,35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown
282,110,722,164317,4162.56,3.3062430500397144,650,71,-560.91,-31.14,-12.55,5,GROCERY,2422.2400000000002,5,6,0.16923076923076924,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown
283,78,1089,2119,6023.37,3.298669222343921,660,57,-882.32,-72.34,-1.15,5,GROCERY,2860.55,7,3,0.11818181818181818,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
284,21,144,14403,534.98,3.3859493670886076,610,17,-64.57,0.0,0.0,7,DRUG GM,208.0,0,0,0.03442622950819672,,,,,,,
285,202,816,153437,4227.64,2.692764331210191,634,85,-927.08,-8.6,-3.9,10,GROCERY,1837.6200000000001,6,0,0.3186119873817035,,,,,,,
286,41,194,484,1245.24,4.921897233201581,646,32,-130.54,0.0,0.0,6,GROCERY,826.72,1,0,0.06346749226006192,,,,,,,
287,271,797,115622,3229.28,2.732047377326565,703,95,-512.76,-0.75,-0.25,11,GROCERY,1898.95,8,0,0.38549075391180654,,,,,,,
288,92,623,235674,3114.77,3.3384458735262594,601,58,-325.51,-0.75,-0.25,6,GROCERY,1110.8,3,0,0.15307820299500832,,,,,,,
289,183,830,683988,5970.47,3.7152893590541383,584,71,-609.55,-1.6,-0.4,10,MISC SALES TRAN,1737.74,5,0,0.3133561643835616,45-54,B,100-124K,Homeowner,Single Male,1,None/Unknown
290,290,907,3848,5524.34,2.133773657782928,628,74,-1080.55,-4.0,0.0,8,GROCERY,3727.63,8,0,0.46178343949044587,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
291,61,510,1545,2474.4900000000002,2.7014082969432316,583,35,-497.56,-1.5,-0.5,4,GROCERY,1696.99,4,0,0.10463121783876501,,,,,,,
292,83,282,7065,977.07,2.7065650969529087,589,46,-211.77,-7.0,0.0,7,GROCERY,577.73,0,0,0.14091680814940577,,,,,,,
293,108,775,1604,3957.66,3.123646408839779,691,61,-741.25,-1.0,0.0,5,GROCERY,1747.09,5,0,0.15629522431259044,,,,,,,
294,269,1025,17178,5411.36,2.3274666666666666,704,96,-1501.65,-65.27,-6.35,3,GROCERY,3463.93,10,10,0.3821022727272727,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2
295,5,40,79,149.31,3.6417073170731706,630,5,-84.78,0.0,0.0,2,GROCERY,105.4,0,0,0.007936507936507936,,,,,,,
296,12,35,35928,149.25,3.175531914893617,590,9,-15.11,0.0,0.0,2,KIOSK-GAS,82.02,0,0,0.020338983050847456,,,,,,,
297,114,751,8677,3535.62,3.01931682322801,619,55,-630.8,-6.55,-0.95,9,GROCERY,1798.26,2,0,0.1841680129240711,,,,,,,
298,7,109,123,224.86,2.062935779816514,232,4,-52.25,0.0,0.0,1,GROCERY,145.61,0,0,0.03017241379310345,,,,,,,
299,11,25,149,242.24,4.176551724137931,602,11,-11.24,0.0,0.0,3,GROCERY,196.59,0,0,0.018272425249169437,,,,,,,
300,107,990,2110,4974.31,3.2321702404158548,616,58,-883.54,-16.18,-1.45,7,GROCERY,2853.81,6,0,0.1737012987012987,55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown
301,81,1273,2925,7211.68,3.0123976608187135,685,60,-1211.34,-4.8,-0.8,4,GROCERY,4279.99,8,0,0.11824817518248175,35-44,A,35-49K,Homeowner,2 Adults Kids,4,2
302,95,403,11083,1797.53,3.3226062846580406,593,58,-223.35,-0.5,-0.5,7,GROCERY,878.58,1,0,0.16020236087689713,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1
303,199,956,78902,4879.67,2.6929746136865345,596,77,-1273.51,-27.5,-1.4,6,GROCERY,2540.77,4,0,0.3338926174496644,,,,,,,
304,304,1711,486965,8586.28,2.9628295376121465,709,98,-1786.09,-6.5,0.0,16,GROCERY,4111.99,9,0,0.4287729196050776,25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
305,141,489,183884,3827.02,4.242815964523282,679,77,-625.13,-33.85,-2.65,6,GROCERY,2056.29,7,2,0.20765832106038293,,,,,,,
306,185,1131,333635,5716.7300000000005,2.497479248580166,611,76,-1853.09,-137.26,-35.95,6,GROCERY,2989.19,4,4,0.3027823240589198,19-24,U,35-49K,Homeowner,2 Adults Kids,4,2
307,415,336,69360,2582.03,2.5141480038948396,674,97,-537.86,-5.0,0.0,18,GROCERY,1531.65,4,2,0.615727002967359,,,,,,,
308,83,463,70921,2465.26,3.447916083916084,696,50,-228.5,0.0,0.0,5,GROCERY,1320.42,1,0,0.11925287356321838,,,,,,,
309,22,292,1031,2325.59,3.375312046444122,591,21,-464.39,-6.0,-1.5,3,GROCERY,1939.51,0,0,0.03722504230118443,25-34,A,75-99K,Homeowner,Single Male,2,None/Unknown
310,9,48,8390,184.02,3.83375,627,4,-24.65,0.0,0.0,4,DRUG GM,62.080000000000005,0,0,0.014354066985645933,,,,,,,
311,51,337,73486,1351.13,2.887029914529915,682,36,-149.9,-1.0,0.0,1,GROCERY,485.79,0,0,0.0747800586510264,,,,,,,
312,40,555,1015,2578.05,2.987311703360371,608,36,-391.74,-69.95,-8.39,4,DRUG GM,1011.8,2,0,0.06578947368421052,,,,,,,
313,4,37,44,92.54,2.435263157894737,35,2,-17.330000000000002,0.0,0.0,2,GROCERY,60.01,0,0,0.11428571428571428,,,,,,,
314,41,556,1736,3004.01,2.4323967611336035,696,31,-462.75,0.0,0.0,4,GROCERY,1666.49,1,0,0.05890804597701149,45-54,U,75-99K,Homeowner,2 Adults Kids,3,1
315,11,54,86,182.19,2.8919047619047618,624,10,-32.1,-0.55,-0.45,2,GROCERY,67.23,0,0,0.017628205128205128,,,,,,,
316,53,330,9527,1037.78,2.0509486166007904,642,34,-198.63,0.0,0.0,9,GROCERY,562.6,0,0,0.08255451713395638,,,,,,,
317,61,906,2475,6083.3,3.4407805429864253,676,53,-939.78,-42.09,-14.15,4,GROCERY,3470.9900000000002,6,0,0.09023668639053255,45-54,A,75-99K,Homeowner,Single Male,2,None/Unknown
318,92,244,16688,1242.25,2.8689376443418015,643,58,-173.47,-3.5,0.0,6,GROCERY,899.27,3,3,0.14307931570762053,,,,,,,
319,109,853,240446,3758.5,2.703956834532374,666,64,-828.68,-6.8,-0.7,3,GROCERY,1758.38,5,0,0.16366366366366367,45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+
320,19,135,170,497.41,3.4069178082191782,601,16,-58.87,0.0,0.0,4,GROCERY,246.16,0,0,0.03161397670549085,,,,,,,
321,106,816,2303,5935.66,3.5628211284513807,630,67,-1177.04,-89.09,-30.3,8,GROCERY,3028.06,7,2,0.16825396825396827,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown
322,71,680,13040,2418.88,2.6235140997830806,605,41,-334.39,-2.0,0.0,8,GROCERY,1309.1200000000001,3,0,0.11735537190082644,,,,,,,
323,14,52,1126,156.99,2.9072222222222224,672,12,-23.68,0.0,0.0,5,GROCERY,118.21,0,0,0.020833333333333332,,,,,,,
324,150,1173,604228,8554.87,3.611173490924441,663,76,-855.0,-45.05,-7.85,6,GROCERY,4351.76,7,1,0.22624434389140272,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown
325,75,757,16447,2850.58,2.7974288518155053,627,55,-1053.81,-34.59,-12.2,6,GROCERY,1873.41,0,0,0.11961722488038277,35-44,A,75-99K,Homeowner,2 Adults Kids,4,2
326,26,123,206,739.72,4.6232500000000005,603,17,-163.91,-6.0,0.0,1,GROCERY,366.5,0,0,0.04311774461028192,,,,,,,
327,27,99,136,226.71,1.9376923076923078,609,17,-46.6,0.0,0.0,5,GROCERY,131.02,0,0,0.04433497536945813,,,,,,,
328,239,2054,356334,17332.13,3.5523939331830294,642,90,-1904.41,-32.0,-0.75,2,GROCERY,8193.11,6,0,0.37227414330218067,,,,,,,
329,146,586,1573,3026.71,2.148126330731015,627,88,-253.54,0.0,0.0,5,GROCERY,1529.77,6,0,0.23285486443381181,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown
330,189,335,68456,1679.38,2.0233493975903616,603,65,-241.9,-3.3,-1.2,6,GROCERY,992.46,2,0,0.31343283582089554,,,,,,,
331,65,294,557,1273.3,3.175311720698254,579,39,-154.56,-0.55,-0.45,5,GROCERY,742.89,2,0,0.11226252158894647,,,,,,,
